RowNumber,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Surname_encoded,Generation,GeoGender,HasBalance,Active__Prod,Gen_Prod,Gen_Geo
2308,610,Germany,Male,57.0,6,106938.11,2,0.0,1.0,186612.47,0,2340,30.0,GermanyMale,Y,2.0,60.0,10
2309,488,Germany,Female,33.0,4,140002.35,1,1.0,0.0,123613.81,0,1234,10.0,GermanyFemale,Y,0.0,10.0,8
2310,599,Germany,Male,46.0,9,123444.72,1,1.0,1.0,31368.08,1,89,20.0,GermanyMale,Y,1.0,20.0,9
2311,781,France,Male,32.0,6,147107.91,1,1.0,1.0,40066.95,0,1785,10.0,FranceMale,Y,1.0,10.0,1
2312,645,France,Male,19.0,9,128514.84,1,0.0,0.0,175969.19,0,1746,0.0,FranceMale,Y,0.0,0.0,0
2313,545,France,Female,55.0,5,0.0,1,0.0,0.0,10034.77,1,331,30.0,FranceFemale,N,0.0,30.0,3
2314,597,Germany,Female,40.0,9,106756.01,2,1.0,0.0,151167.94,0,1817,20.0,GermanyFemale,Y,0.0,40.0,9
2315,561,Spain,Female,28.0,3,0.0,2,1.0,0.0,191387.76,0,1460,0.0,SpainFemale,N,0.0,0.0,14
2316,662,France,Female,37.0,6,0.0,2,1.0,0.0,51229.17,0,833,10.0,FranceFemale,N,0.0,20.0,1
2317,649,Germany,Female,50.0,5,155393.32,1,1.0,1.0,87351.42,1,1154,30.0,GermanyFemale,Y,1.0,30.0,10
2318,630,France,Female,36.0,2,110414.48,1,1.0,1.0,48984.95,0,2473,10.0,FranceFemale,Y,1.0,10.0,1
2319,672,Spain,Male,33.0,2,0.0,2,1.0,1.0,182738.0,0,2337,10.0,SpainMale,N,2.0,20.0,15
2320,636,Germany,Female,37.0,9,157098.52,1,1.0,1.0,153535.27,0,2549,10.0,GermanyFemale,Y,1.0,10.0,8
2321,593,Germany,Female,38.0,5,85626.6,1,1.0,1.0,125079.65,0,1736,10.0,GermanyFemale,Y,1.0,10.0,8
2322,545,Germany,Male,45.0,6,93796.42,2,1.0,1.0,162321.26,0,2845,20.0,GermanyMale,Y,2.0,40.0,9
2323,567,Spain,Female,41.0,1,0.0,2,1.0,0.0,3414.72,0,1941,20.0,SpainFemale,N,0.0,40.0,16
2324,583,France,Male,51.0,6,125268.03,2,1.0,0.0,165082.25,0,852,30.0,FranceMale,Y,0.0,60.0,3
2325,681,France,Female,29.0,2,148143.84,1,1.0,1.0,52021.39,0,2913,0.0,FranceFemale,Y,1.0,0.0,0
2326,762,Spain,Male,29.0,10,115545.33,2,1.0,0.0,148256.43,0,1230,0.0,SpainMale,Y,0.0,0.0,14
2327,648,Spain,Male,35.0,7,0.0,2,0.0,0.0,122899.01,0,1750,10.0,SpainMale,N,0.0,20.0,15
2328,644,France,Male,30.0,5,44928.88,1,1.0,1.0,10771.46,0,1450,10.0,FranceMale,Y,1.0,10.0,1
2329,706,Spain,Male,29.0,2,0.0,2,1.0,1.0,18255.51,0,1775,0.0,SpainMale,N,2.0,0.0,14
2330,850,France,Male,35.0,3,162442.35,1,1.0,0.0,183566.78,0,2593,10.0,FranceMale,Y,0.0,10.0,1
2331,484,Spain,Female,39.0,5,0.0,2,1.0,1.0,175224.12,0,1522,10.0,SpainFemale,N,2.0,20.0,15
2332,508,Germany,Male,28.0,0,96213.82,2,1.0,0.0,147913.56,0,460,0.0,GermanyMale,Y,0.0,0.0,7
2333,439,France,Female,29.0,6,156569.43,1,1.0,0.0,180598.66,0,2089,0.0,FranceFemale,Y,0.0,0.0,0
2334,484,Spain,Male,36.0,8,0.0,2,1.0,0.0,186136.48,0,1571,10.0,SpainMale,N,0.0,20.0,15
2335,803,Spain,Female,37.0,1,0.0,2,0.0,0.0,7455.2,0,2801,10.0,SpainFemale,N,0.0,20.0,15
2336,724,Germany,Female,48.0,6,110463.25,2,1.0,1.0,80552.11,1,534,20.0,GermanyFemale,Y,2.0,40.0,9
2337,640,France,Male,33.0,7,154575.76,1,1.0,0.0,25722.28,1,1146,10.0,FranceMale,Y,0.0,10.0,1
2338,701,Spain,Female,35.0,9,0.0,2,0.0,0.0,170996.86,0,1407,10.0,SpainFemale,N,0.0,20.0,15
2339,537,France,Male,37.0,3,0.0,2,1.0,1.0,20603.32,0,861,10.0,FranceMale,N,2.0,20.0,1
2340,651,Germany,Male,26.0,5,147037.32,1,0.0,0.0,141763.26,0,2729,0.0,GermanyMale,Y,0.0,0.0,7
2341,523,Germany,Male,41.0,0,119276.31,1,0.0,0.0,122284.38,1,2592,20.0,GermanyMale,Y,0.0,20.0,9
2342,717,France,Female,25.0,7,108664.85,2,1.0,0.0,190011.85,0,2779,0.0,FranceFemale,Y,0.0,0.0,0
2343,593,Spain,Male,44.0,5,0.0,1,1.0,0.0,128046.98,0,2574,20.0,SpainMale,N,0.0,20.0,16
2344,706,Germany,Male,38.0,5,163034.82,2,1.0,1.0,135662.17,0,997,10.0,GermanyMale,Y,2.0,20.0,8
2345,714,Germany,Female,49.0,4,93059.34,1,1.0,0.0,7571.51,1,2863,20.0,GermanyFemale,Y,0.0,20.0,9
2346,794,Spain,Male,38.0,9,179581.31,1,1.0,0.0,23596.24,0,392,10.0,SpainMale,Y,0.0,10.0,15
2347,518,Germany,Male,46.0,4,113625.93,1,0.0,0.0,92727.42,1,816,20.0,GermanyMale,Y,0.0,20.0,9
2348,589,Germany,Male,55.0,7,119961.48,1,1.0,0.0,65156.83,1,2287,30.0,GermanyMale,Y,0.0,30.0,10
2349,824,France,Male,45.0,3,129209.48,1,0.0,0.0,60151.77,0,464,20.0,FranceMale,Y,0.0,20.0,2
2350,719,Germany,Female,42.0,5,137227.04,3,1.0,0.0,149097.38,1,2762,20.0,GermanyFemale,Y,0.0,60.0,9
2351,617,Germany,Female,58.0,3,119024.75,2,1.0,0.0,35199.24,1,1594,30.0,GermanyFemale,Y,0.0,60.0,10
2352,651,France,Male,35.0,7,74623.5,3,1.0,0.0,129451.29,1,2098,10.0,FranceMale,Y,0.0,30.0,1
2353,637,Spain,Female,45.0,2,157929.45,1,1.0,1.0,145134.49,1,1968,20.0,SpainFemale,Y,1.0,20.0,16
2354,554,France,Female,26.0,7,92606.86,2,1.0,0.0,192709.69,0,2067,0.0,FranceFemale,Y,0.0,0.0,0
2355,731,Germany,Male,35.0,2,127862.93,2,1.0,0.0,139083.7,0,878,10.0,GermanyMale,Y,0.0,20.0,8
2356,569,Spain,Female,42.0,1,0.0,1,1.0,1.0,83629.6,1,1093,20.0,SpainFemale,N,1.0,20.0,16
2357,625,Germany,Female,37.0,4,142711.81,1,1.0,0.0,35625.41,0,1742,10.0,GermanyFemale,Y,0.0,10.0,8
2358,592,France,Female,38.0,4,0.0,2,1.0,0.0,35338.96,0,1476,10.0,FranceFemale,N,0.0,20.0,1
2359,669,France,Male,43.0,1,163159.85,1,0.0,1.0,15602.8,0,1228,20.0,FranceMale,Y,1.0,20.0,2
2360,663,Germany,Male,32.0,3,108586.86,1,1.0,1.0,182355.21,0,2593,10.0,GermanyMale,Y,1.0,10.0,8
2361,518,Germany,Female,41.0,5,110624.99,1,1.0,0.0,89327.67,0,304,20.0,GermanyFemale,Y,0.0,20.0,9
2362,686,Germany,Female,43.0,5,154846.24,2,1.0,1.0,151903.6,0,2645,20.0,GermanyFemale,Y,2.0,40.0,9
2363,709,Germany,Male,45.0,4,122917.71,1,1.0,1.0,11.58,1,1609,20.0,GermanyMale,Y,1.0,20.0,9
2364,571,France,Female,33.0,9,0.0,2,0.0,1.0,77519.62,0,1196,10.0,FranceFemale,N,2.0,20.0,1
2365,707,France,Female,31.0,2,82787.93,2,0.0,0.0,91423.69,0,190,10.0,FranceFemale,Y,0.0,20.0,1
2366,701,Germany,Male,32.0,5,102500.34,1,0.0,0.0,106287.77,0,741,10.0,GermanyMale,Y,0.0,10.0,8
2367,672,France,Male,34.0,9,0.0,2,1.0,0.0,161800.77,0,1177,10.0,FranceMale,N,0.0,20.0,1
2368,620,Germany,Male,39.0,9,159492.79,1,1.0,0.0,80582.34,1,1572,10.0,GermanyMale,Y,0.0,10.0,8
2369,557,Spain,Male,48.0,10,0.0,2,1.0,1.0,185094.48,0,915,20.0,SpainMale,N,2.0,40.0,16
2370,648,Spain,Female,54.0,7,118241.02,1,1.0,0.0,172586.89,1,1558,30.0,SpainFemale,Y,0.0,30.0,17
2371,479,France,Female,35.0,2,113090.4,1,1.0,0.0,195649.79,0,2458,10.0,FranceFemale,Y,0.0,10.0,1
2372,730,France,Female,22.0,9,65763.57,1,1.0,1.0,145792.01,0,1383,0.0,FranceFemale,Y,1.0,0.0,0
2373,737,Germany,Female,43.0,1,125537.38,1,1.0,0.0,138510.01,1,775,20.0,GermanyFemale,Y,0.0,20.0,9
2374,616,France,Male,31.0,3,94263.91,2,1.0,0.0,168895.06,0,2849,10.0,FranceMale,Y,0.0,20.0,1
2375,639,Spain,Male,29.0,4,133434.57,2,1.0,0.0,97983.44,0,984,0.0,SpainMale,Y,0.0,0.0,14
2376,815,Spain,Female,39.0,6,0.0,1,1.0,1.0,85167.88,0,2658,10.0,SpainFemale,N,1.0,10.0,15
2377,786,Spain,Male,31.0,9,0.0,2,1.0,1.0,18210.36,0,468,10.0,SpainMale,N,2.0,20.0,15
2378,549,France,Male,50.0,9,94748.76,2,0.0,1.0,13608.18,0,2824,30.0,FranceMale,Y,2.0,60.0,3
2379,622,France,Female,38.0,4,98640.74,1,1.0,1.0,110457.99,0,2831,10.0,FranceFemale,Y,1.0,10.0,1
2380,624,France,Male,26.0,9,74681.9,2,0.0,0.0,31231.35,0,2762,0.0,FranceMale,Y,0.0,0.0,0
2381,841,France,Male,34.0,4,0.0,2,1.0,0.0,141582.66,0,1839,10.0,FranceMale,N,0.0,20.0,1
2382,614,Spain,Female,41.0,7,179915.85,1,0.0,0.0,14666.35,1,1260,20.0,SpainFemale,Y,0.0,20.0,16
2383,676,France,Male,30.0,1,128207.23,1,1.0,1.0,55400.17,0,2754,10.0,FranceMale,Y,1.0,10.0,1
2384,697,France,Male,42.0,9,132739.26,2,0.0,0.0,174667.65,0,563,20.0,FranceMale,Y,0.0,40.0,2
2385,732,France,Female,40.0,10,0.0,2,1.0,0.0,154189.08,0,2863,20.0,FranceFemale,N,0.0,40.0,2
2386,623,France,Male,27.0,4,120509.81,1,0.0,0.0,142170.44,0,2881,0.0,FranceMale,Y,0.0,0.0,0
2387,541,France,Male,46.0,4,124547.13,2,1.0,0.0,94499.06,0,2786,20.0,FranceMale,Y,0.0,40.0,2
2388,773,Spain,Female,39.0,4,0.0,2,0.0,1.0,182081.45,0,554,10.0,SpainFemale,N,2.0,20.0,15
2389,762,Germany,Male,34.0,4,88815.56,2,1.0,0.0,68562.26,1,1751,10.0,GermanyMale,Y,0.0,20.0,8
2390,655,Spain,Female,35.0,1,82231.51,2,1.0,0.0,88798.02,0,2653,10.0,SpainFemale,Y,0.0,20.0,15
2391,602,Germany,Male,32.0,7,184715.86,2,1.0,0.0,113781.99,0,556,10.0,GermanyMale,Y,0.0,20.0,8
2392,850,France,Male,31.0,3,0.0,2,1.0,0.0,121866.87,0,2659,10.0,FranceMale,N,0.0,20.0,1
2393,649,Spain,Male,51.0,4,0.0,1,1.0,1.0,150390.57,0,28,30.0,SpainMale,N,1.0,30.0,17
2394,850,Germany,Male,28.0,4,147972.19,1,1.0,0.0,60708.72,1,682,0.0,GermanyMale,Y,0.0,0.0,7
2395,543,France,Male,43.0,9,0.0,2,1.0,1.0,78858.07,0,2764,20.0,FranceMale,N,2.0,40.0,2
2396,672,France,Male,52.0,8,170008.84,1,0.0,0.0,56407.42,1,2098,30.0,FranceMale,Y,0.0,30.0,3
2397,600,France,Female,27.0,3,0.0,2,0.0,1.0,125698.97,0,1271,0.0,FranceFemale,N,2.0,0.0,0
2398,671,Spain,Female,34.0,10,0.0,1,1.0,0.0,23235.38,0,322,10.0,SpainFemale,N,0.0,10.0,15
2399,706,Spain,Female,42.0,8,95386.82,1,1.0,1.0,75732.25,0,1857,20.0,SpainFemale,Y,1.0,20.0,16
2400,541,Germany,Male,51.0,7,90373.28,2,1.0,0.0,179861.79,0,2753,30.0,GermanyMale,Y,0.0,60.0,10
2401,711,Germany,Male,34.0,4,133467.77,2,1.0,1.0,42976.64,0,1909,10.0,GermanyMale,Y,2.0,20.0,8
2402,630,Spain,Male,30.0,3,0.0,2,0.0,1.0,10486.69,0,2868,10.0,SpainMale,N,2.0,20.0,15
2403,531,France,Male,31.0,3,96288.26,1,1.0,0.0,56794.73,0,1552,10.0,FranceMale,Y,0.0,10.0,1
2404,641,France,Female,26.0,4,91547.84,2,0.0,1.0,28157.34,0,436,0.0,FranceFemale,Y,2.0,0.0,0
2405,631,Germany,Male,37.0,8,138292.64,2,0.0,0.0,152422.91,1,371,10.0,GermanyMale,Y,0.0,20.0,8
2406,685,France,Male,35.0,9,0.0,1,1.0,0.0,167033.83,0,1369,10.0,FranceMale,N,0.0,10.0,1
2407,702,Spain,Male,32.0,8,71667.74,1,1.0,1.0,126082.18,0,1751,10.0,SpainMale,Y,1.0,10.0,15
2408,708,Germany,Female,43.0,0,118994.84,1,1.0,0.0,181499.77,1,479,20.0,GermanyFemale,Y,0.0,20.0,9
2409,653,Spain,Male,55.0,7,0.0,2,1.0,1.0,41967.03,0,1890,30.0,SpainMale,N,2.0,60.0,17
2410,654,Germany,Male,37.0,2,145610.07,2,0.0,0.0,186300.59,0,299,10.0,GermanyMale,Y,0.0,20.0,8
2411,596,France,Female,33.0,1,138162.81,1,1.0,0.0,85412.54,0,1045,10.0,FranceFemale,Y,0.0,10.0,1
2412,549,Germany,Female,31.0,9,135020.21,2,1.0,1.0,23343.18,0,72,10.0,GermanyFemale,Y,2.0,20.0,8
2413,754,France,Male,38.0,2,0.0,2,1.0,0.0,180698.32,0,2294,10.0,FranceMale,N,0.0,20.0,1
2414,815,Germany,Female,25.0,8,135161.67,1,1.0,1.0,136071.05,0,243,0.0,GermanyFemale,Y,1.0,0.0,7
2415,556,France,Female,52.0,9,0.0,1,1.0,0.0,175149.2,1,1941,30.0,FranceFemale,N,0.0,30.0,3
2416,706,France,Male,32.0,6,94486.47,1,1.0,1.0,146949.74,0,2100,10.0,FranceMale,Y,1.0,10.0,1
2417,850,France,Male,46.0,9,117640.39,1,1.0,0.0,88920.68,0,576,20.0,FranceMale,Y,0.0,20.0,2
2418,732,Spain,Female,33.0,8,111379.55,1,1.0,1.0,45098.62,0,111,10.0,SpainFemale,Y,1.0,10.0,15
2419,614,France,Male,40.0,6,0.0,1,1.0,1.0,20339.79,1,99,20.0,FranceMale,N,1.0,20.0,2
2420,580,Spain,Female,57.0,0,136820.99,1,0.0,1.0,108528.74,0,2082,30.0,SpainFemale,Y,1.0,30.0,17
2421,593,France,Female,46.0,7,98752.51,1,1.0,0.0,145560.38,0,927,20.0,FranceFemale,Y,0.0,20.0,2
2422,653,Germany,Female,25.0,2,158266.42,3,1.0,1.0,199357.24,0,1594,0.0,GermanyFemale,Y,3.0,0.0,7
2423,746,France,Female,29.0,4,105599.67,1,1.0,1.0,43106.17,0,1886,0.0,FranceFemale,Y,1.0,0.0,0
2424,662,France,Female,29.0,10,0.0,2,1.0,0.0,137508.31,0,1622,0.0,FranceFemale,N,0.0,0.0,0
2425,573,France,Male,31.0,2,0.0,2,1.0,1.0,91957.39,0,501,10.0,FranceMale,N,2.0,20.0,1
2426,684,Spain,Female,39.0,4,139723.9,1,1.0,1.0,120612.11,0,997,10.0,SpainFemale,Y,1.0,10.0,15
2427,793,France,Female,41.0,3,141806.46,1,1.0,0.0,102921.17,0,2804,20.0,FranceFemale,Y,0.0,20.0,2
2428,798,Germany,Female,49.0,5,132571.67,1,1.0,1.0,31686.33,1,1336,20.0,GermanyFemale,Y,1.0,20.0,9
2429,524,France,Male,40.0,2,180516.9,1,1.0,0.0,180002.42,0,812,20.0,FranceMale,Y,0.0,20.0,2
2430,816,France,Male,31.0,8,0.0,2,1.0,1.0,28407.4,0,371,10.0,FranceMale,N,2.0,20.0,1
2431,742,Germany,Female,41.0,4,92805.72,1,0.0,1.0,73743.95,1,1334,20.0,GermanyFemale,Y,1.0,20.0,9
2432,540,France,Male,22.0,4,0.0,3,1.0,1.0,186233.26,1,2878,0.0,FranceMale,N,3.0,0.0,0
2433,537,Germany,Male,39.0,3,135309.36,1,1.0,0.0,31728.86,1,1686,10.0,GermanyMale,Y,0.0,10.0,8
2434,759,Spain,Female,74.0,6,128917.84,1,1.0,1.0,48244.64,0,1362,,SpainFemale,Y,1.0,,20
2435,774,France,Female,52.0,2,56580.93,1,1.0,0.0,113266.28,1,337,30.0,FranceFemale,Y,0.0,30.0,3
2436,608,Germany,Male,42.0,8,131390.75,2,1.0,0.0,71178.09,0,2582,20.0,GermanyMale,Y,0.0,40.0,9
2437,704,Spain,Male,37.0,4,0.0,2,0.0,0.0,25684.93,0,994,10.0,SpainMale,N,0.0,20.0,15
2438,581,France,Male,41.0,8,0.0,2,0.0,0.0,29737.14,0,1966,20.0,FranceMale,N,0.0,40.0,2
2439,628,Germany,Female,61.0,1,97361.66,1,1.0,1.0,149922.38,1,1537,40.0,GermanyFemale,Y,1.0,40.0,11
2440,566,France,Female,42.0,6,0.0,1,1.0,0.0,180702.12,1,52,20.0,FranceFemale,N,0.0,20.0,2
2441,701,Spain,Male,59.0,7,0.0,2,0.0,1.0,27597.59,0,2425,30.0,SpainMale,N,2.0,60.0,17
2442,735,Spain,Male,29.0,10,0.0,2,1.0,1.0,95025.27,0,2619,0.0,SpainMale,N,2.0,0.0,14
2443,680,France,Female,34.0,1,0.0,2,1.0,0.0,167035.07,0,2655,10.0,FranceFemale,N,0.0,20.0,1
2444,560,France,Male,57.0,0,0.0,2,0.0,1.0,116781.71,0,1335,30.0,FranceMale,N,2.0,60.0,3
2445,663,Germany,Female,29.0,4,102714.65,2,0.0,0.0,21170.81,0,1464,0.0,GermanyFemale,Y,0.0,0.0,7
2446,665,France,Female,34.0,5,67816.72,1,1.0,1.0,29641.58,0,2690,10.0,FranceFemale,Y,1.0,10.0,1
2447,758,France,Male,51.0,8,81710.46,1,1.0,1.0,116520.07,0,1236,30.0,FranceMale,Y,1.0,30.0,3
2448,621,France,Male,26.0,2,75237.54,1,0.0,1.0,44220.4,0,1108,0.0,FranceMale,Y,1.0,0.0,0
2449,764,Germany,Male,28.0,10,124023.18,1,1.0,0.0,166188.28,0,1470,0.0,GermanyMale,Y,0.0,0.0,7
2450,537,Germany,Female,46.0,5,100727.5,1,0.0,1.0,140857.76,1,930,20.0,GermanyFemale,Y,1.0,20.0,9
2451,589,France,Female,46.0,10,107238.85,2,1.0,0.0,37024.28,0,318,20.0,FranceFemale,Y,0.0,40.0,2
2452,555,France,Male,24.0,5,0.0,2,1.0,0.0,27513.47,0,2178,0.0,FranceMale,N,0.0,0.0,0
2453,734,France,Female,29.0,0,139994.66,1,1.0,0.0,17744.72,0,1026,0.0,FranceFemale,Y,0.0,0.0,0
2454,783,Spain,Female,59.0,9,126224.87,1,1.0,1.0,4423.63,0,2710,30.0,SpainFemale,Y,1.0,30.0,17
2455,678,Germany,Female,51.0,1,145751.03,1,0.0,0.0,109718.44,1,1228,30.0,GermanyFemale,Y,0.0,30.0,10
2456,661,France,Male,47.0,5,0.0,1,0.0,1.0,107243.31,1,2389,20.0,FranceMale,N,1.0,20.0,2
2457,607,Spain,Female,25.0,4,121166.89,1,0.0,1.0,115288.24,0,633,0.0,SpainFemale,Y,1.0,0.0,14
2458,537,Spain,Female,38.0,1,0.0,2,0.0,1.0,41233.97,0,2089,10.0,SpainFemale,N,2.0,20.0,15
2459,513,Spain,Male,88.0,10,0.0,2,1.0,1.0,52952.24,0,2246,50.0,SpainMale,N,2.0,100.0,19
2460,576,France,Male,63.0,9,70655.48,1,0.0,0.0,78955.8,1,985,40.0,FranceMale,Y,0.0,40.0,4
2461,660,Germany,Male,41.0,1,129901.21,1,1.0,0.0,26025.6,1,1014,20.0,GermanyMale,Y,0.0,20.0,9
2462,637,France,Male,40.0,8,125470.81,1,1.0,1.0,174536.17,0,1681,20.0,FranceMale,Y,1.0,20.0,2
2463,672,France,Female,53.0,9,169406.33,4,1.0,1.0,147311.47,1,900,30.0,FranceFemale,Y,4.0,120.0,3
2464,629,France,Male,32.0,2,0.0,2,0.0,1.0,77965.44,0,678,10.0,FranceMale,N,2.0,20.0,1
2465,583,Germany,Male,40.0,4,107041.3,1,1.0,1.0,5635.63,0,474,20.0,GermanyMale,Y,1.0,20.0,9
2466,763,Spain,Female,32.0,10,95153.77,1,0.0,1.0,81310.1,0,2831,10.0,SpainFemale,Y,1.0,10.0,15
2467,516,Germany,Male,32.0,3,145166.09,2,0.0,0.0,111421.45,0,812,10.0,GermanyMale,Y,0.0,20.0,8
2468,617,France,Female,27.0,4,0.0,2,0.0,0.0,190269.21,0,2905,0.0,FranceFemale,N,0.0,0.0,0
2469,700,France,Male,38.0,9,65962.63,1,1.0,1.0,100950.48,0,2679,10.0,FranceMale,Y,1.0,10.0,1
2470,727,Germany,Male,36.0,6,140418.81,1,1.0,1.0,113033.73,1,1573,10.0,GermanyMale,Y,1.0,10.0,8
2471,689,Spain,Female,31.0,3,139799.63,1,0.0,1.0,120663.57,0,958,10.0,SpainFemale,Y,1.0,10.0,15
2472,626,Germany,Male,49.0,9,171787.84,2,1.0,0.0,187192.23,0,2649,20.0,GermanyMale,Y,0.0,40.0,9
2473,686,France,Male,38.0,6,149238.97,1,1.0,1.0,97825.23,0,1851,10.0,FranceMale,Y,1.0,10.0,1
2474,351,Germany,Female,57.0,4,163146.46,1,1.0,0.0,169621.69,1,532,30.0,GermanyFemale,Y,0.0,30.0,10
2475,739,France,Female,37.0,8,0.0,2,1.0,0.0,191557.1,1,2415,10.0,FranceFemale,N,0.0,20.0,1
2476,627,France,Male,32.0,10,0.0,2,1.0,0.0,103287.62,0,2639,10.0,FranceMale,N,0.0,20.0,1
2477,451,Germany,Female,38.0,9,61482.47,1,1.0,1.0,167538.66,0,1715,10.0,GermanyFemale,Y,1.0,10.0,8
2478,512,France,Female,41.0,8,145150.28,1,1.0,0.0,64869.32,1,812,20.0,FranceFemale,Y,0.0,20.0,2
2479,774,France,Female,41.0,5,126670.37,1,1.0,0.0,102426.06,0,1829,20.0,FranceFemale,Y,0.0,20.0,2
2480,652,France,Female,40.0,8,84390.8,2,0.0,1.0,107876.2,0,2077,20.0,FranceFemale,Y,2.0,40.0,2
2481,638,Germany,Male,37.0,2,89728.86,2,1.0,1.0,37294.88,0,63,10.0,GermanyMale,Y,2.0,20.0,8
2482,475,France,Female,57.0,1,0.0,2,1.0,0.0,89248.99,0,1812,30.0,FranceFemale,N,0.0,60.0,3
2483,567,Spain,Male,40.0,4,118628.8,1,0.0,0.0,91973.63,0,2482,20.0,SpainMale,Y,0.0,20.0,16
2484,750,France,Male,37.0,3,0.0,2,1.0,0.0,16870.2,0,488,10.0,FranceMale,N,0.0,20.0,1
2485,850,France,Male,39.0,6,96863.13,1,1.0,1.0,121681.19,0,543,10.0,FranceMale,Y,1.0,10.0,1
2486,753,France,Female,38.0,6,142263.45,1,0.0,1.0,33730.43,0,526,10.0,FranceFemale,Y,1.0,10.0,1
2487,683,Spain,Female,36.0,7,0.0,2,1.0,0.0,104786.59,0,1446,10.0,SpainFemale,N,0.0,20.0,15
2488,710,France,Female,32.0,3,0.0,1,1.0,0.0,94790.34,0,732,10.0,FranceFemale,N,0.0,10.0,1
2489,645,Spain,Female,21.0,1,0.0,2,0.0,0.0,28726.07,0,157,0.0,SpainFemale,N,0.0,0.0,14
2490,714,France,Male,28.0,6,122724.37,1,1.0,1.0,67057.27,0,2316,0.0,FranceMale,Y,1.0,0.0,0
2491,696,Germany,Female,35.0,4,174902.26,1,1.0,0.0,69079.85,0,2297,10.0,GermanyFemale,Y,0.0,10.0,8
2492,612,Spain,Female,26.0,4,0.0,2,1.0,1.0,179780.74,0,244,0.0,SpainFemale,N,2.0,0.0,14
2493,520,Germany,Female,31.0,3,108914.17,1,1.0,1.0,183572.39,1,2570,10.0,GermanyFemale,Y,1.0,10.0,8
2494,782,Spain,Male,23.0,10,98052.66,1,1.0,1.0,142587.32,0,684,0.0,SpainMale,Y,1.0,0.0,14
2495,666,France,Male,46.0,5,123873.19,1,1.0,1.0,177844.06,0,2748,20.0,FranceMale,Y,1.0,20.0,2
2496,466,Germany,Female,56.0,2,111920.13,3,1.0,0.0,197634.11,1,556,30.0,GermanyFemale,Y,0.0,90.0,10
2497,567,France,Female,45.0,4,0.0,2,0.0,1.0,121053.19,0,2523,20.0,FranceFemale,N,2.0,40.0,2
2498,613,France,Male,20.0,3,0.0,2,1.0,1.0,149613.77,0,494,0.0,FranceMale,N,2.0,0.0,0
2499,718,France,Male,37.0,8,0.0,2,1.0,1.0,142.81,0,420,10.0,FranceMale,N,2.0,20.0,1
2500,614,France,Female,37.0,8,75150.34,4,0.0,1.0,131766.67,1,2402,10.0,FranceFemale,Y,4.0,40.0,1
2501,711,France,Male,38.0,10,0.0,2,0.0,0.0,53311.78,0,338,10.0,FranceMale,N,0.0,20.0,1
2502,691,Germany,Female,38.0,5,114753.76,1,1.0,0.0,107665.02,0,1736,10.0,GermanyFemale,Y,0.0,10.0,8
2503,527,France,Male,32.0,0,0.0,1,1.0,0.0,109523.88,0,1665,10.0,FranceMale,N,0.0,10.0,1
2504,476,France,Female,32.0,6,111871.93,1,0.0,0.0,112132.86,0,1746,10.0,FranceFemale,Y,0.0,10.0,1
2505,619,Spain,Female,45.0,0,0.0,2,0.0,0.0,113645.4,0,1736,20.0,SpainFemale,N,0.0,40.0,16
2506,607,Germany,Female,37.0,4,135927.06,1,0.0,0.0,180890.4,0,633,10.0,GermanyFemale,Y,0.0,10.0,8
2507,695,Spain,Male,44.0,8,0.0,2,1.0,1.0,70974.13,0,866,20.0,SpainMale,N,2.0,40.0,16
2508,653,France,Male,33.0,1,0.0,2,0.0,0.0,53379.52,0,984,10.0,FranceMale,N,0.0,20.0,1
2509,677,France,Male,46.0,2,57037.74,1,1.0,1.0,158531.01,0,2177,20.0,FranceMale,Y,1.0,20.0,2
2510,655,France,Female,50.0,10,0.0,4,1.0,0.0,179267.94,1,995,30.0,FranceFemale,N,0.0,120.0,3
2511,625,France,Female,52.0,2,79468.96,1,1.0,1.0,84606.03,0,1812,30.0,FranceFemale,Y,1.0,30.0,3
2512,679,Germany,Female,34.0,7,121063.85,1,1.0,0.0,56984.58,0,711,10.0,GermanyFemale,Y,0.0,10.0,8
2513,734,France,Male,51.0,1,118537.47,1,1.0,1.0,116912.45,0,1985,30.0,FranceMale,Y,1.0,30.0,3
2514,666,France,Male,39.0,10,0.0,2,1.0,0.0,102999.33,0,1749,10.0,FranceMale,N,0.0,20.0,1
2515,592,Germany,Female,26.0,4,105082.07,2,1.0,0.0,132801.57,0,2628,0.0,GermanyFemale,Y,0.0,0.0,7
2516,564,France,Male,40.0,4,0.0,1,1.0,0.0,85455.62,1,2339,20.0,FranceMale,N,0.0,20.0,2
2517,814,France,Female,36.0,6,0.0,2,1.0,1.0,98657.01,0,1242,10.0,FranceFemale,N,2.0,20.0,1
2518,592,Germany,Male,36.0,2,104702.65,2,1.0,0.0,107948.72,0,2057,10.0,GermanyMale,Y,0.0,20.0,8
2519,758,France,Female,50.0,2,95813.76,3,1.0,1.0,67944.09,1,35,30.0,FranceFemale,Y,3.0,90.0,3
2520,612,Spain,Female,62.0,0,167026.61,2,1.0,1.0,192892.05,0,1350,40.0,SpainFemale,Y,2.0,80.0,18
2521,498,Germany,Male,61.0,7,102453.26,1,1.0,0.0,187247.56,1,1786,40.0,GermanyMale,Y,0.0,40.0,11
